V,Libelle GEN,Libelle ROME,Code ROME,score
Non,Ingénieur Data Visualisation,Data manager,M1802,26
Non,Développeur Mobile,Développeur / Développeuse full-stack,M1805,60
Non,Développeur blockchain,Développeur / Développeuse Big Data,M1805,29
Non,Développeur Mobile,Développeur / Développeuse Big Data,M1805,5
Non,Développeur d'applications,Développeur / Développeuse Big Data,M1805,28
Non,Chef de projet web,Assistant / Assistante de rédaction,E1106,57
Non,Webmaster,Assistant / Assistante de rédaction,E1106,56
Non,Chef de projet digital,Chef de publicité online,E1401,13
Non,Chef de projet agile,Chef de publicité online,E1401,5
Non,Chef de projet technique,Chef de publicité online,E1401,18
Non,Administrateur réseau,Contrôleur / Contrôleuse de réseau informatique,M1810,16
Non,Expert systèmes et réseaux,Administrateur / Administratrice système et réseaux d'information et de communication,M1801,7
Non,Expert systèmes et réseaux,Technicien / Technicienne en micro-informatique et réseaux,I1401,59
Non,Expert systèmes et réseaux,Agent / Agente de maintenance sur systèmes d'impression et de reprographie,I1401,27
Oui,Médiateur numérique,Animateur / Animatrice d'espace public numérique,G1202,46
Non,Product Owner,Ingénieur / Ingénieure produit,M1703,12
Non,Product Owner,Responsable de produit,M1703,2
Non,Technicien système et réseau,Administrateur / Administratrice système et réseaux d'information et de communication,M1801,60
Non,Technicien data,Data analyst,M1403,24
Non,Technicien data,Data miner,M1403,8
Non,Coordinateur de projet,Coordinateur / Coordinatrice de la Maîtrise d'ouvrage des systèmes d'information,M1806,43
Non,Chef de projet digital,Chef de projet en organisation,M1402,12
Non,Chef de projet digital,Chef de projet green IT,M1402,21
Non,Chef de projet technique,Chef de projet en organisation,M1402,53
Non,Chef de projet technique,Chef de projet green IT,M1402,25
Non,Technicien réseau,Technicien / Technicienne en micro-informatique et réseaux,I1401,7
Non,Chef de projet agile,Chef de projet en organisation,M1402,49
Non,Chef de projet agile,Chef de projet green IT,M1402,6
Non,Data Miner,Data analyst,M1403,54
Non,Administrateur Système d'information,Architecte de sécurité des systèmes d'information,M1802,54
Non,Développeur Web / Mobile,Webmaster développeur / développeuse,M1805,17
Non,Ingenieur systèmes,Technicien / Technicienne de maintenance de systèmes informatiques,I1401,22
Non,Ingenieur systèmes,Technicien / Technicienne support en systèmes téléinformatiques,I1401,27
Non,Product Manager,Digital brand manager - Responsable de la marque en ligne,M1705,11
Non,Product Manager,Ingénieur / Ingénieure produit,M1703,48
Non,Gestionnaire de base de données,Technicien / Technicienne réseau de transmission de données aux armées,M1807,50
Non,Gestionnaire de base de données,Gestionnaire de ressources informatiques,M1810,5
Oui,Data Scientist,Data analyst,M1403,66
Oui,Data Scientist,Data miner,M1403,63
Non,Spécialiste support,Technicien / Technicienne support en bureautique,I1401,39
Non,Ingénieur IOT,Ingénieur / Ingénieure radio,M1804,7
Non,Technicien base de données,Technicien / Technicienne poste de travail en informatique,M1810,48
Non,Content manager,Social media manager - Responsable des médias sociaux,E1103,32
Non,Content manager,Graphiste concepteur / conceptrice,E1205,20
Non,Créateur d'entreprise,Directeur général / Directrice générale de grande entreprise,M1301,56
Non,Créateur d'entreprise,Responsable de Petite ou Moyenne Entreprise -PME-,M1302,51
Non,Créateur d'entreprise,Dirigeant / Dirigeante de grande entreprise du secteur marchand ou d'établissement public,M1301,44
Non,Chargé de production vidéos,Ingénieur / Ingénieure de la vision,L1505,11
Non,Ingénieur en Machine Learning,Ingénieur / Ingénieure analyste en système d'information,M1805,46
Non,Chef de projet e-commerce,Assistant / Assistante commerce international,D1401,39
Non,Chef de projet e-commerce,Assistant / Assistante administration des ventes export,D1401,4
Oui,Technicien en télécommunication,Technicien / Technicienne en télécommunications et réseaux d'entreprise,I1307,100
Oui,Technicien en télécommunication,Technicien / Technicienne d'installation en télécommunications,I1307,60
Non,Analyste cybersécurité,Analyste de signaux électromagnétiques,M1807,29
Non,Analyste cybersécurité,Analyste en vulnérabilité de code logiciel,M1802,41
Non,Testeur,Testeur / Testeuse en électronique,H1504,0
Non,Technicien cloud,Technicien / Technicienne système informatique,M1810,15
Non,"Spécialiste systèmes, réseaux et sécurité",Administrateur / Administratrice réseaux - télécoms,M1801,3
Non,Data Engineer,Data analyst,M1403,2
Non,Data Engineer,Data miner,M1403,54
Non,Chargé de projet Data,Chef de projet études socio-économiques,M1403,37
Non,Chargé de projet Data,Data scientist,M1403,2
Non,Chargé de projet Data,Data miner,M1403,17
Oui,Responsable communication digitale,Responsable des relations publiques digitales,E1103,51
Non,Responsable communication digitale,Responsable de l'information et de la communication,E1103,47
Non,Community manager,Social media manager - Responsable des médias sociaux,E1103,22
Non,Community manager,Responsable de la communication,E1103,2
Non,Pen testeur,Expert / Experte en tests d'intrusion - sécurité des systèmes d'information,M1802,7
Non,Directeur de projet,Chef de projet en organisation,M1402,3
Non,Directeur de projet,Assistant / Assistante chef de projet informatique,M1805,26
Non,Responsable CRM,Responsable service consommateurs,M1704,25
Non,Couteau suisse du numérique,Conseiller médiateur / Conseillère médiatrice en numérique,G1202,52
Non,Chef de projet marketing digital,Chef de groupe marketing,M1705,13
Non,Data Architect,Data analyst,M1403,24
Non,Data Architect,Data miner,M1403,60
Non,Expert en technologie de l’information,Technicien / Technicienne de hot line en informatique,I1401,56
Non,Expert en technologie de l’information,Superviseur / Superviseuse hot line en informatique,I1401,54
Non,Expert en technologie de l’information,Technicien / Technicienne en réseau local informatique,I1401,54
Non,Security Architect,Architecte multimédia,M1802,35
Non,Security Architect,Architecte cloud,M1802,60
Non,Security Architect,Architecte technique informatique,M1802,6
Oui,Responsable marketing digital,Responsable du marketing,M1705,60
Non,Traffic manager,Digital brand manager - Responsable de la marque en ligne,M1705,8
Non,Animateur 3D,Modélisateur / Modélisatrice 3D,E1205,60
Non,Chef de projet communication digitale,Chef de projet publicitaire,E1401,18
Non,Chef de projet communication digitale,Chargé / Chargée des relations publiques digitales,E1103,24
Non,Développeur Data,Data analyst,M1403,8
Non,Développeur Data,Data miner,M1403,38
Non,Analyste SOC,Analyste en vulnérabilité de code logiciel,M1802,8
Non,Analyste SOC,Analyste des services techniques du renseignement,M1807,43
Non,Architecte base de données,Technicien / Technicienne réseau de transmission de données aux armées,M1807,40
Non,Architecte base de données,Guetteur / Guetteuse de la flotte,M1807,3
Non,Architecte Cloud,Architecte technique informatique,M1802,34
Non,IA product Manager,Project Management Officer - PMO,M1806,15
Non,Forgeur numérique,Graveur / Graveuse sur commande numérique,E1306,7
Non,Forgeur numérique,Opérateur / Opératrice en impression numérique et découpe adhésif/vinyle,E1306,40
Non,Technicien cybersécurité,Technicien / Technicienne en communication,M1807,6
Non,Technicien cybersécurité,Technicien / Technicienne d'exploitation télécommunication,M1807,0
Non,Intégrateur web,Développeur / Développeuse web,M1805,60
Non,Technicien d'exploitation,Technicien / Technicienne d'exploitation télécommunication,M1807,29
Non,Chef de projet systèmes d'information,Auditeur / Auditrice en système d'information,M1802,20
Non,Chef de projet systèmes d'information,Architecte système d'information,M1802,41
Non,Spécialiste test et validation,Technicien / Technicienne de contrôle et de tests en électricité,H1504,30
Non,Spécialiste test et validation,Testeur / Testeuse en électricité,H1504,46
Non,Administrateur système et réseau,Expert / Experte système et réseaux,M1802,11
Non,Expert systèmes et réseaux,Expert / Experte en sécurité des systèmes d'exploitation,M1802,24
Non,Conseiller support technique,Support technique en électronique,I1305,43
Non,Expert en technologie de l’information,Expert / Experte en sécurité des systèmes d'information,M1802,17
Non,Technicien de déploiement de fibre optique,Poseur tireur / Poseuse tireuse de câbles en fibre optique,F1605,13
Non,Technicien de déploiement de fibre optique,Technicien / Technicienne de déploiement télécom,I1307,36
Non,Expert en système d’information,Expert / Experte système et réseaux,M1802,23
Non,Chargé de marketing digital,Chargé / Chargée de mission marketing,M1705,21
Non,Expert en technologie de l’information,Expert / Experte en tests d'intrusion - sécurité des systèmes d'information,M1802,53
Non,Expert en technologie de l’information,Expert / Experte métier système d'information,M1806,4
Non,"Spécialiste systèmes, réseaux et sécurité",Architecte de sécurité des systèmes d'information,M1802,44
Non,"Spécialiste systèmes, réseaux et sécurité",Expert / Experte en sécurité des systèmes d'information,M1802,8
Non,"Spécialiste systèmes, réseaux et sécurité",Auditeur / Auditrice en sécurité des systèmes d'information,M1802,32
Non,Technicien en télécommunication,Technicien / Technicienne de maintenance en télécommunications,I1307,4
Oui,Responsable marketing digital,Responsable marketing Internet,M1705,81
Non,Responsable marketing digital,Responsable de département marketing,M1705,18
Non,Chef de projet e-commerce,Chargé / Chargée d'affiliation et de partenariats e-commerce,M1705,56
Non,Responsable e-commerce,Chargé / Chargée d'affiliation et de partenariats e-commerce,M1705,9
Non,Technicien en télécommunication,Technicien / Technicienne d'essais et de contrôle en télécommunications,I1307,4
Non,Chargé e-commerce,Responsable affiliation et partenariats e-commerce,M1705,44
Non,Chef de projet e-commerce,Responsable affiliation et partenariats e-commerce,M1705,1
Non,Développeur Web,Analyste développeur / développeuse,M1805,34
Non,Administrateur Système d'information,Responsable des systèmes d'information,M1803,58
Non,Développeur Web,Développeur / Développeuse full-stack,M1805,20
Non,Développeur d'applications,Développeur / Développeuse full-stack,M1805,18
Non,Développeur d'applications,Développeur / Développeuse web mobile,M1805,42
Non,Chef de projet systèmes d'information,Consultant / Consultante en système d'information,M1806,29
Non,Administrateur Système d'information,Directeur / Directrice des systèmes d'information,M1803,60
Non,Chef de projet marketing digital,Chef de projet publicitaire,E1401,16
Non,Architecte Logiciel,Ingénieur / Ingénieure d'étude logiciel informatique,M1805,21
Non,Infographiste,Infographiste 3 D,E1205,50
Non,Responsable Sécurité de l'information,Post auditeur / Post auditrice en sécurité des systèmes d'information,M1802,50
Non,Administrateur réseau,Administrateur / Administratrice de la messagerie,M1801,37
Non,Infographiste,Infographiste web master,E1205,20
Non,Expert Sécurité IT,Expert / Experte en tests d'intrusion - sécurité des systèmes d'information,M1802,56
Non,Administrateur réseau,Administrateur / Administratrice système informatique,M1801,41
Non,Animateur 3D,Technicien / Technicienne en image de synthèse 3D,E1205,23
Non,Developpeur IOT,Développeur / Développeuse web mobile,M1805,57
Non,Développeur blockchain,Développeur / Développeuse web mobile,M1805,24
Non,Journaliste web,Journaliste agencier / agencière,E1106,45
Non,Chef de projet communication digitale,Responsable marketing digital,M1705,19
Non,Testeur,Opérateur / Opératrice de tests en microélectronique,H1504,55
Non,Developpeur IOT,Développeur / Développeuse logiciel de réalité augmentée,M1805,35
